ID_Transaccion,Fecha,Hora,ID_Cliente,Tipo_Cliente,Rubro,Region_Origen,Region_Destino,Tipo_Servicio,Peso_Kg,Monto_Servicio,ID_Sucursal,Estado_Envio,Fecha_Entrega_Real,Dias_Transito
ENV-1459,30/07/2024,13:28:15,C-2786,Corporativo,Banca,Metropolitana,Metropolitana,Express,5.89,32670.0,S-01,Demorado,,
ENV-1460,28/02/2024,19:41:42,C-2970,Corporativo,Tecnología,La Araucanía,Valparaíso,Económico,1.83,10928.0,S-05,Demorado,,
ENV-1461,26/02/2025,16:19:54,C-3647,Particular,N/A,Biobío,Metropolitana,Paquetería,0.62,13488.0,S-04,Entregado,03/03/2025,5
ENV-1462,29/03/2025,10:48:55,C-2536,Corporativo,Educación,Valparaíso,La Araucanía,Paquetería,5.5,25200.0,S-02,Entregado,31/03/2025,2
ENV-1463,08/02/2025,12:10:08,C-646,Corporativo,E-commerce,Antofagasta,La Araucanía,Express,1.56,19680.0,S-04,Entregado,09/02/2025,1
ENV-1464,21/01/2024,13:53:02,C-476,Particular,N/A,Antofagasta,Biobío,Certificado,7.75,25500.0,S-02,Entregado,23/01/2024,2
ENV-1465,06/04/2024,19:36:21,C-4250,Corporativo,Educación,Biobío,Antofagasta,Paquetería,6.08,26592.0,S-04,Entregado,08/04/2024,2
ENV-1466,02/05/2024,20:11:36,C-2584,Particular,N/A,Valparaíso,Valparaíso,Express,2.62,22860.0,S-02,Demorado,,
ENV-1467,06/02/2025,15:30:00,C-1289,Corporativo,Educación,Metropolitana,Antofagasta,Paquetería,0.2,12480.0,S-02,Entregado,09/02/2025,3
ENV-1468,27/10/2024,13:56:56,C-1115,Particular,N/A,Metropolitana,Biobío,Express,3.0,24000.0,S-04,En tránsito,,
ENV-1469,03/08/2024,14:28:41,C-434,Corporativo,Retail,La Araucanía,Metropolitana,Paquetería,6.18,26832.0,S-03,En tránsito,,
ENV-1470,23/03/2024,10:13:25,C-2964,Particular,N/A,Valparaíso,Biobío,Express,2.01,21030.0,S-04,Entregado,25/03/2024,2
ENV-1471,29/02/2024,15:07:20,C-3871,Corporativo,Tecnología,Biobío,Biobío,Económico,2.98,12768.0,S-05,Entregado,07/03/2024,7
ENV-1472,18/08/2024,11:10:21,C-1981,Particular,N/A,Antofagasta,Metropolitana,Económico,9.83,23728.0,S-04,Reclamado,,
ENV-1473,26/03/2024,10:11:51,C-4995,Particular,N/A,Antofagasta,Metropolitana,Certificado,7.82,25640.0,S-03,Demorado,,
ENV-1474,14/12/2024,18:39:33,C-349,Particular,N/A,Metropolitana,Antofagasta,Express,2.38,22140.0,S-05,Entregado,21/12/2024,7
ENV-1475,03/05/2024,12:14:35,C-285,Corporativo,E-commerce,La Araucanía,La Araucanía,Económico,2.81,12496.0,S-04,Entregado,09/05/2024,6
ENV-1476,22/03/2024,19:27:29,C-119,Particular,N/A,Biobío,La Araucanía,Express,6.89,35670.0,S-05,Entregado,25/03/2024,3
ENV-1477,15/01/2025,15:32:35,C-3911,Particular,N/A,Valparaíso,Antofagasta,Económico,9.73,23568.0,S-03,Demorado,,
ENV-1478,08/03/2025,12:33:39,C-3758,Corporativo,E-commerce,Valparaíso,Valparaíso,Económico,3.74,13984.0,S-01,En tránsito,,
ENV-1479,22/02/2024,16:19:37,C-3826,Particular,N/A,Metropolitana,Valparaíso,Paquetería,0.34,12816.0,S-02,En tránsito,,
ENV-1480,10/08/2024,16:13:18,C-3517,Corporativo,Educación,Biobío,Antofagasta,Certificado,8.13,26260.0,S-04,Entregado,17/08/2024,7
ENV-1481,12/07/2024,18:09:43,C-1990,Particular,N/A,Metropolitana,Biobío,Express,4.65,28950.0,S-02,Entregado,14/07/2024,2
ENV-1482,16/02/2025,08:21:07,C-3325,Particular,N/A,La Araucanía,Valparaíso,Certificado,5.87,21740.0,S-01,En tránsito,,
ENV-1483,04/10/2024,14:24:45,C-1441,Particular,N/A,Metropolitana,Antofagasta,Certificado,5.56,21120.0,S-02,En tránsito,,
ENV-1484,22/02/2025,14:47:11,C-850,Particular,N/A,Metropolitana,La Araucanía,Certificado,6.35,22700.0,S-03,Demorado,,
ENV-1485,30/05/2024,17:56:28,C-1989,Particular,N/A,Biobío,La Araucanía,Económico,7.24,19584.0,S-05,Entregado,02/06/2024,3
ENV-1486,08/10/2024,15:52:34,C-2334,Corporativo,E-commerce,Antofagasta,La Araucanía,Express,3.8,26400.0,S-02,Demorado,,
ENV-1487,09/05/2024,15:23:53,C-2494,Corporativo,Banca,Valparaíso,Biobío,Certificado,8.64,27280.0,S-05,Entregado,12/05/2024,3
ENV-1488,30/12/2024,11:03:05,C-1886,Particular,N/A,Metropolitana,La Araucanía,Certificado,0.54,11080.0,S-01,Entregado,03/01/2025,4
ENV-1489,01/09/2024,15:06:34,C-206,Corporativo,Banca,Biobío,Biobío,Express,6.36,34080.0,S-02,En tránsito,,
ENV-1490,10/06/2024,14:08:28,C-865,Particular,N/A,La Araucanía,Metropolitana,Paquetería,3.36,20064.0,S-04,Entregado,16/06/2024,6
ENV-1491,21/02/2024,14:11:30,C-1684,Particular,N/A,Valparaíso,Metropolitana,Económico,5.42,16672.0,S-03,Entregado,24/02/2024,3
ENV-1492,16/04/2024,15:33:54,C-3519,Particular,N/A,Biobío,Metropolitana,Paquetería,2.59,18216.0,S-03,Entregado,17/04/2024,1
ENV-1493,29/11/2024,17:02:37,C-2339,Corporativo,Salud,Biobío,La Araucanía,Certificado,3.07,16140.0,S-04,Demorado,,
ENV-1494,11/06/2024,11:37:28,C-4062,Corporativo,Retail,Biobío,Antofagasta,Certificado,6.88,23760.0,S-03,Reclamado,,
ENV-1495,21/01/2024,13:18:58,C-2297,Particular,N/A,La Araucanía,Antofagasta,Económico,3.16,13056.0,S-05,Entregado,28/01/2024,7
ENV-1496,14/01/2024,12:48:11,C-2512,Particular,N/A,Biobío,Metropolitana,Certificado,4.91,19820.0,S-03,En tránsito,,
ENV-1497,06/01/2024,16:17:11,C-899,Particular,N/A,Biobío,Metropolitana,Paquetería,7.26,29424.0,S-05,Demorado,,
ENV-1498,06/02/2025,20:01:35,C-3821,Particular,N/A,La Araucanía,Antofagasta,Certificado,9.4,28800.0,S-05,En tránsito,,
ENV-1499,31/05/2024,08:51:42,C-1138,Corporativo,E-commerce,La Araucanía,La Araucanía,Certificado,1.97,13940.0,S-02,Demorado,,
ENV-1500,06/01/2025,09:59:35,C-2304,Corporativo,Retail,Antofagasta,Biobío,Express,5.35,31050.0,S-04,Entregado,10/01/2025,4
ENV-1501,01/11/2024,11:28:54,C-2564,Corporativo,Tecnología,Antofagasta,Biobío,Express,7.44,37320.0,S-05,En tránsito,,
ENV-1502,12/06/2024,13:28:21,C-2551,Corporativo,Tecnología,Valparaíso,Valparaíso,Económico,5.39,16624.0,S-04,Entregado,14/06/2024,2
ENV-1503,18/08/2024,17:06:24,C-4809,Corporativo,Retail,Metropolitana,Biobío,Express,7.87,38610.0,S-02,Entregado,25/08/2024,7
ENV-1504,19/07/2024,08:47:29,C-4417,Particular,N/A,Antofagasta,Biobío,Económico,7.48,19968.0,S-05,Reclamado,,
ENV-1505,09/06/2024,11:26:29,C-2783,Particular,N/A,Metropolitana,Biobío,Express,7.71,38130.0,S-04,Demorado,,
ENV-1506,23/07/2024,13:32:06,C-292,Particular,N/A,Valparaíso,Antofagasta,Económico,7.74,20384.0,S-03,Entregado,29/07/2024,6
ENV-1507,02/02/2024,10:25:34,C-2434,Corporativo,Retail,La Araucanía,Antofagasta,Económico,8.85,22160.0,S-03,Entregado,03/02/2024,1
ENV-1508,02/02/2024,14:56:56,C-1612,Particular,N/A,La Araucanía,Valparaíso,Paquetería,4.6,23040.0,S-04,Demorado,,
ENV-1509,11/06/2024,17:47:54,C-2091,Corporativo,Tecnología,Antofagasta,Biobío,Express,4.65,28950.0,S-02,En tránsito,,
ENV-1510,03/11/2024,13:09:20,C-3806,Particular,N/A,Metropolitana,La Araucanía,Express,1.55,19650.0,S-03,En tránsito,,
ENV-1511,21/08/2024,10:22:08,C-4119,Corporativo,Tecnología,Biobío,La Araucanía,Paquetería,2.43,17832.0,S-03,En tránsito,,
ENV-1512,27/02/2024,17:12:14,C-4350,Corporativo,Retail,Biobío,Antofagasta,Certificado,2.77,15540.0,S-04,En tránsito,,
ENV-1513,08/05/2024,20:51:13,C-1825,Corporativo,Salud,La Araucanía,Biobío,Paquetería,7.4,29760.0,S-04,Entregado,12/05/2024,4
ENV-1514,20/04/2024,17:41:56,C-28,Particular,N/A,Biobío,Metropolitana,Express,1.65,19950.0,S-02,En tránsito,,
ENV-1515,05/02/2025,10:06:44,C-2566,Particular,N/A,Biobío,Valparaíso,Certificado,7.26,24520.0,S-03,En tránsito,,
ENV-1516,12/11/2024,09:27:03,C-3741,Particular,N/A,Metropolitana,Antofagasta,Económico,6.0,17600.0,S-03,En tránsito,,
ENV-1517,02/02/2025,13:23:35,C-909,Corporativo,Banca,La Araucanía,La Araucanía,Económico,9.31,22896.0,S-04,En tránsito,,
ENV-1518,04/10/2024,13:17:25,C-529,Particular,N/A,La Araucanía,Biobío,Certificado,7.28,24560.0,S-02,Entregado,06/10/2024,2
ENV-1519,20/03/2025,08:24:31,C-3494,Particular,N/A,Biobío,Antofagasta,Paquetería,7.02,28848.0,S-02,Demorado,,
ENV-1520,18/12/2024,19:28:19,C-2894,Particular,N/A,Metropolitana,Biobío,Express,0.85,17550.0,S-02,Entregado,22/12/2024,4
ENV-1521,28/08/2024,19:45:19,C-2068,Particular,N/A,La Araucanía,Metropolitana,Certificado,5.11,20220.0,S-05,Entregado,01/09/2024,4
ENV-1522,04/12/2024,18:37:24,C-346,Particular,N/A,Antofagasta,La Araucanía,Express,7.65,37950.0,S-01,Entregado,06/12/2024,2
ENV-1523,01/07/2024,13:54:48,C-1147,Particular,N/A,Biobío,Metropolitana,Económico,2.99,12784.0,S-04,Entregado,04/07/2024,3
ENV-1524,12/05/2024,11:06:31,C-4135,Particular,N/A,Metropolitana,Antofagasta,Paquetería,5.04,24096.0,S-05,Reclamado,,
ENV-1525,03/04/2024,10:28:09,C-2502,Corporativo,Salud,La Araucanía,Antofagasta,Express,3.09,24270.0,S-01,Entregado,06/04/2024,3
ENV-1526,04/10/2024,15:06:34,C-3070,Corporativo,Salud,La Araucanía,Antofagasta,Paquetería,4.56,22944.0,S-01,Entregado,06/10/2024,2
ENV-1527,16/04/2024,09:34:20,C-2814,Corporativo,Educación,Metropolitana,La Araucanía,Económico,2.51,12016.0,S-03,Entregado,20/04/2024,4
ENV-1528,06/06/2024,13:52:31,C-3271,Particular,N/A,Antofagasta,La Araucanía,Paquetería,5.7,25680.0,S-03,Entregado,10/06/2024,4
ENV-1529,11/04/2024,18:35:59,C-1467,Corporativo,Salud,Biobío,Antofagasta,Paquetería,9.5,34800.0,S-03,Entregado,15/04/2024,4
ENV-1530,06/05/2024,18:21:46,C-430,Particular,N/A,La Araucanía,Antofagasta,Económico,2.26,11616.0,S-04,Entregado,12/05/2024,6
ENV-1531,03/07/2024,17:20:35,C-3835,Corporativo,Banca,Biobío,Metropolitana,Express,4.44,28320.0,S-03,Entregado,04/07/2024,1
ENV-1532,11/02/2024,14:29:20,C-2673,Particular,N/A,Antofagasta,Metropolitana,Express,7.71,38130.0,S-05,En tránsito,,
ENV-1533,23/02/2025,13:25:52,C-1339,Particular,N/A,Antofagasta,Antofagasta,Express,1.5,19500.0,S-02,Demorado,,
ENV-1534,23/05/2024,16:58:13,C-4926,Particular,N/A,Valparaíso,Biobío,Certificado,9.14,28280.0,S-04,Entregado,27/05/2024,4
ENV-1535,15/02/2024,10:15:34,C-1880,Particular,N/A,Biobío,Biobío,Certificado,4.0,18000.0,S-04,Demorado,,
ENV-1536,20/01/2025,11:54:38,C-3934,Particular,N/A,Biobío,La Araucanía,Paquetería,3.32,19968.0,S-02,En tránsito,,
ENV-1537,17/08/2024,18:03:49,C-1335,Particular,N/A,La Araucanía,Antofagasta,Express,5.81,32430.0,S-03,Demorado,,
ENV-1538,16/02/2024,13:57:39,C-3495,Corporativo,Tecnología,Metropolitana,La Araucanía,Express,2.56,22680.0,S-03,Entregado,19/02/2024,3
ENV-1539,29/11/2024,20:03:21,C-4473,Corporativo,Retail,La Araucanía,Metropolitana,Paquetería,8.14,31536.0,S-05,Entregado,05/12/2024,6
ENV-1540,21/10/2024,14:01:22,C-3262,Particular,N/A,Valparaíso,Valparaíso,Económico,8.84,22144.0,S-01,Demorado,,
ENV-1541,25/11/2024,13:23:38,C-897,Particular,N/A,Biobío,Antofagasta,Económico,8.36,21376.0,S-05,En tránsito,,
ENV-1542,22/06/2024,14:42:55,C-2559,Particular,N/A,Metropolitana,Valparaíso,Económico,3.58,13728.0,S-01,En tránsito,,
ENV-1543,26/04/2024,14:13:50,C-749,Particular,N/A,Valparaíso,Valparaíso,Certificado,1.55,13100.0,S-04,Demorado,,
ENV-1544,18/07/2024,12:58:14,C-3761,Corporativo,Salud,Biobío,Antofagasta,Económico,6.09,17744.0,S-03,Entregado,25/07/2024,7
ENV-1545,06/06/2024,13:25:44,C-1332,Corporativo,Banca,Biobío,Metropolitana,Económico,9.96,23936.0,S-02,En tránsito,,
ENV-1546,22/01/2024,14:42:49,C-4827,Particular,N/A,Metropolitana,Metropolitana,Económico,8.06,20896.0,S-01,Entregado,28/01/2024,6
ENV-1547,16/06/2024,10:24:41,C-3566,Corporativo,Retail,Metropolitana,Antofagasta,Express,7.44,37320.0,S-05,Demorado,,
ENV-1548,05/04/2024,13:38:50,C-4019,Particular,N/A,Metropolitana,La Araucanía,Económico,3.93,14288.0,S-04,En tránsito,,
ENV-1549,11/06/2024,20:39:53,C-1149,Corporativo,E-commerce,Biobío,Antofagasta,Express,4.12,27360.0,S-04,Reclamado,,
ENV-1550,09/02/2025,17:14:04,C-518,Corporativo,Salud,La Araucanía,La Araucanía,Económico,3.02,12832.0,S-05,En tránsito,,
ENV-1551,09/03/2025,16:20:24,C-255,Particular,N/A,La Araucanía,La Araucanía,Express,3.06,24180.0,S-02,Entregado,13/03/2025,4
ENV-1552,23/10/2024,11:45:55,C-4573,Particular,N/A,Antofagasta,Antofagasta,Paquetería,6.57,27768.0,S-05,Entregado,26/10/2024,3
ENV-1553,04/06/2024,12:06:27,C-4375,Particular,N/A,Biobío,La Araucanía,Económico,0.52,8832.0,S-03,En tránsito,,
ENV-1554,05/05/2024,08:22:05,C-3927,Corporativo,Retail,Metropolitana,Valparaíso,Económico,6.05,17680.0,S-03,En tránsito,,
ENV-1555,20/06/2024,20:26:09,C-4678,Corporativo,Banca,Biobío,Antofagasta,Certificado,4.6,19200.0,S-02,En tránsito,,
ENV-1556,21/02/2024,09:34:50,C-4913,Particular,N/A,La Araucanía,Antofagasta,Express,3.9,26700.0,S-02,Entregado,22/02/2024,1
ENV-1557,05/10/2024,15:11:48,C-4412,Particular,N/A,La Araucanía,Antofagasta,Económico,7.24,19584.0,S-04,Entregado,09/10/2024,4
ENV-1558,09/11/2024,12:24:27,C-1086,Particular,N/A,Valparaíso,Biobío,Económico,1.0,9600.0,S-04,Entregado,13/11/2024,4
ENV-1559,23/10/2024,13:34:55,C-1957,Corporativo,Educación,La Araucanía,Valparaíso,Económico,2.56,12096.0,S-05,Entregado,29/10/2024,6
ENV-1560,17/02/2025,18:44:33,C-365,Corporativo,Tecnología,Antofagasta,Valparaíso,Certificado,1.69,13380.0,S-05,Demorado,,
ENV-1561,01/11/2024,12:13:12,C-4408,Particular,N/A,Valparaíso,Valparaíso,Certificado,6.76,23520.0,S-04,Entregado,06/11/2024,5
ENV-1562,17/02/2024,10:34:10,C-2471,Particular,N/A,Metropolitana,La Araucanía,Económico,2.06,11296.0,S-05,Entregado,23/02/2024,6
ENV-1563,05/05/2024,19:09:07,C-3392,Corporativo,Tecnología,Antofagasta,Antofagasta,Certificado,4.79,19580.0,S-04,En tránsito,,
ENV-1564,22/04/2024,15:37:33,C-4687,Particular,N/A,Antofagasta,La Araucanía,Paquetería,9.53,34872.0,S-03,Demorado,,
ENV-1565,11/01/2024,10:27:08,C-3795,Particular,N/A,Biobío,Valparaíso,Económico,7.93,20688.0,S-05,En tránsito,,
ENV-1566,17/02/2025,13:38:50,C-2107,Particular,N/A,La Araucanía,Metropolitana,Express,6.71,35130.0,S-05,Entregado,22/02/2025,5
ENV-1567,04/05/2024,15:43:20,C-4668,Particular,N/A,Valparaíso,La Araucanía,Económico,8.58,21728.0,S-02,Entregado,10/05/2024,6
ENV-1568,24/07/2024,17:08:01,C-2857,Particular,N/A,La Araucanía,Antofagasta,Económico,2.96,12736.0,S-02,Demorado,,
ENV-1569,07/02/2024,13:49:11,C-4523,Corporativo,Banca,Valparaíso,Biobío,Certificado,7.8,25600.0,S-03,Entregado,11/02/2024,4
ENV-1570,17/05/2024,11:15:44,C-2729,Particular,N/A,Metropolitana,Metropolitana,Certificado,0.29,10580.0,S-05,Entregado,21/05/2024,4
ENV-1571,09/10/2024,15:37:31,C-4229,Particular,N/A,Metropolitana,Antofagasta,Express,8.75,41250.0,S-02,Entregado,15/10/2024,6
ENV-1572,20/03/2025,08:59:41,C-2994,Particular,N/A,Biobío,Metropolitana,Económico,2.55,12080.0,S-04,Entregado,26/03/2025,6
ENV-1573,06/02/2024,09:08:34,C-4644,Particular,N/A,Antofagasta,La Araucanía,Express,1.32,18960.0,S-05,En tránsito,,
ENV-1574,08/01/2025,15:36:09,C-278,Particular,N/A,Biobío,La Araucanía,Paquetería,1.35,15240.0,S-01,Entregado,11/01/2025,3
ENV-1575,08/02/2024,11:23:45,C-1476,Particular,N/A,Biobío,Antofagasta,Paquetería,5.92,26208.0,S-04,En tránsito,,
ENV-1576,12/01/2024,10:17:57,C-3500,Corporativo,Banca,La Araucanía,Antofagasta,Económico,8.93,22288.0,S-05,Entregado,13/01/2024,1
ENV-1577,21/11/2024,19:22:04,C-1824,Particular,N/A,Biobío,La Araucanía,Económico,1.02,9632.0,S-04,En tránsito,,
ENV-1578,06/01/2024,12:01:33,C-4069,Particular,N/A,La Araucanía,Metropolitana,Certificado,4.89,19780.0,S-01,Entregado,11/01/2024,5
ENV-1579,28/05/2024,15:56:12,C-3043,Corporativo,Tecnología,Biobío,Biobío,Económico,8.86,22176.0,S-02,Entregado,01/06/2024,4
ENV-1580,19/01/2025,15:13:44,C-2074,Particular,N/A,Valparaíso,La Araucanía,Express,9.58,43740.0,S-03,Entregado,21/01/2025,2
ENV-1581,09/02/2025,17:00:46,C-1992,Corporativo,Tecnología,La Araucanía,Metropolitana,Económico,9.91,23856.0,S-01,En tránsito,,
ENV-1582,02/07/2024,19:19:02,C-542,Particular,N/A,La Araucanía,Biobío,Paquetería,3.68,20832.0,S-01,En tránsito,,
ENV-1583,09/09/2024,12:52:33,C-2127,Corporativo,Banca,Metropolitana,Antofagasta,Certificado,5.89,21780.0,S-02,Entregado,10/09/2024,1
ENV-1584,28/08/2024,11:04:51,C-2398,Particular,N/A,Antofagasta,Valparaíso,Económico,3.91,14256.0,S-02,Entregado,03/09/2024,6
ENV-1585,17/03/2025,09:52:51,C-4208,Particular,N/A,Antofagasta,La Araucanía,Paquetería,1.45,15480.0,S-05,Entregado,20/03/2025,3
ENV-1586,15/03/2025,15:07:55,C-277,Particular,N/A,Metropolitana,Valparaíso,Express,7.64,37920.0,S-02,En tránsito,,
ENV-1587,19/03/2024,14:21:06,C-2406,Corporativo,Banca,Antofagasta,Biobío,Paquetería,2.29,17496.0,S-01,Demorado,,
ENV-1588,21/02/2024,15:45:59,C-3918,Corporativo,Banca,Biobío,Valparaíso,Express,7.0,36000.0,S-01,En tránsito,,
ENV-1589,13/09/2024,17:33:45,C-3947,Particular,N/A,Valparaíso,Antofagasta,Paquetería,8.11,31464.0,S-01,En tránsito,,
ENV-1590,02/02/2025,14:42:17,C-1341,Corporativo,Retail,La Araucanía,Metropolitana,Certificado,2.8,15600.0,S-03,Entregado,08/02/2025,6
ENV-1591,11/02/2025,10:27:23,C-758,Particular,N/A,Metropolitana,Metropolitana,Paquetería,5.13,24312.0,S-03,Entregado,13/02/2025,2
ENV-1592,16/06/2024,14:59:48,C-4810,Particular,N/A,La Araucanía,Biobío,Económico,4.28,14848.0,S-01,Entregado,20/06/2024,4
ENV-1593,09/02/2024,14:26:27,C-4346,Corporativo,Salud,La Araucanía,Metropolitana,Express,0.64,16920.0,S-02,En tránsito,,
ENV-1594,17/09/2024,13:35:59,C-4485,Corporativo,Tecnología,Valparaíso,Biobío,Económico,7.44,19904.0,S-04,Demorado,,
ENV-1595,06/12/2024,11:12:04,C-1632,Corporativo,Retail,La Araucanía,Antofagasta,Paquetería,8.11,31464.0,S-05,Entregado,08/12/2024,2
ENV-1596,29/03/2024,10:15:15,C-411,Corporativo,Salud,Biobío,Valparaíso,Certificado,5.43,20860.0,S-04,Entregado,01/04/2024,3
ENV-1597,01/04/2024,08:15:42,C-4684,Corporativo,Educación,La Araucanía,La Araucanía,Express,7.62,37860.0,S-01,En tránsito,,
ENV-1598,01/02/2025,12:50:39,C-4763,Corporativo,E-commerce,Biobío,Metropolitana,Paquetería,0.51,13224.0,S-04,Entregado,03/02/2025,2
ENV-1599,17/03/2024,12:06:03,C-4284,Corporativo,E-commerce,Biobío,Metropolitana,Express,1.9,20700.0,S-02,Entregado,22/03/2024,5
ENV-1600,13/03/2024,10:52:52,C-2781,Particular,N/A,Biobío,Biobío,Económico,5.71,17136.0,S-01,En tránsito,,
ENV-1601,24/02/2025,16:00:02,C-2343,Particular,N/A,Metropolitana,Metropolitana,Certificado,6.25,22500.0,S-05,Entregado,27/02/2025,3
ENV-1602,19/03/2025,14:54:50,C-542,Corporativo,E-commerce,Valparaíso,Metropolitana,Paquetería,7.84,30816.0,S-03,Demorado,,
ENV-1603,12/06/2024,12:26:08,C-4549,Corporativo,Banca,Biobío,La Araucanía,Express,6.05,33150.0,S-04,Demorado,,
ENV-1604,05/06/2024,11:44:49,C-4943,Corporativo,E-commerce,Biobío,Valparaíso,Paquetería,5.65,25560.0,S-03,Demorado,,
ENV-1605,24/02/2024,14:57:26,C-1851,Particular,N/A,Valparaíso,Biobío,Express,6.73,35190.0,S-04,Entregado,01/03/2024,6
ENV-1606,29/12/2024,15:37:47,C-4850,Particular,N/A,Metropolitana,Valparaíso,Económico,1.94,11104.0,S-03,Entregado,02/01/2025,4
ENV-1607,20/09/2024,08:32:29,C-1390,Particular,N/A,La Araucanía,La Araucanía,Económico,1.57,10512.0,S-03,Entregado,27/09/2024,7
ENV-1608,03/03/2025,10:44:58,C-1191,Corporativo,E-commerce,Metropolitana,Metropolitana,Paquetería,2.41,17784.0,S-05,Entregado,04/03/2025,1
ENV-1609,04/11/2024,16:23:37,C-3549,Particular,N/A,La Araucanía,Antofagasta,Express,8.88,41640.0,S-03,Entregado,06/11/2024,2
ENV-1610,30/05/2024,08:22:07,C-2572,Particular,N/A,Biobío,Valparaíso,Express,6.31,33930.0,S-04,Demorado,,
ENV-1611,05/03/2024,11:40:40,C-1637,Particular,N/A,Metropolitana,La Araucanía,Económico,6.61,18576.0,S-02,Entregado,10/03/2024,5
ENV-1612,15/04/2024,09:27:09,C-4963,Particular,N/A,Antofagasta,Valparaíso,Express,3.13,24390.0,S-05,Entregado,20/04/2024,5
ENV-1613,13/03/2024,20:01:23,C-3810,Particular,N/A,Metropolitana,Valparaíso,Paquetería,2.66,18384.0,S-03,En tránsito,,
ENV-1614,06/10/2024,10:18:01,C-1517,Corporativo,Educación,La Araucanía,Valparaíso,Económico,6.01,17616.0,S-03,Entregado,10/10/2024,4
ENV-1615,04/01/2025,13:01:30,C-8,Particular,N/A,Antofagasta,Metropolitana,Paquetería,2.23,17352.0,S-05,Entregado,05/01/2025,1
ENV-1616,17/01/2024,09:48:50,C-1657,Corporativo,Tecnología,La Araucanía,Biobío,Certificado,9.36,28720.0,S-03,Entregado,20/01/2024,3
ENV-1617,03/02/2025,17:27:05,C-416,Corporativo,E-commerce,Biobío,Valparaíso,Económico,8.06,20896.0,S-02,Reclamado,,
ENV-1618,10/06/2024,15:34:38,C-144,Particular,N/A,Biobío,Biobío,Certificado,0.87,11740.0,S-01,Entregado,16/06/2024,6
ENV-1619,24/02/2025,16:06:08,C-627,Particular,N/A,Antofagasta,Valparaíso,Express,1.83,20490.0,S-04,En tránsito,,
ENV-1620,15/11/2024,16:54:43,C-3169,Corporativo,Tecnología,Metropolitana,La Araucanía,Certificado,4.92,19840.0,S-02,En tránsito,,
ENV-1621,15/02/2025,15:25:41,C-2962,Particular,N/A,Metropolitana,Metropolitana,Paquetería,2.77,18648.0,S-05,En tránsito,,
ENV-1622,10/12/2024,17:34:26,C-3581,Corporativo,Retail,Valparaíso,Biobío,Express,2.97,23910.0,S-05,Reclamado,,
ENV-1623,10/10/2024,11:58:33,C-1538,Particular,N/A,Antofagasta,Valparaíso,Económico,9.62,23392.0,S-01,Demorado,,
ENV-1624,06/03/2025,14:30:53,C-1321,Particular,N/A,Biobío,Biobío,Express,3.49,25470.0,S-05,Entregado,12/03/2025,6
ENV-1625,17/01/2025,19:20:28,C-41,Corporativo,E-commerce,Valparaíso,Antofagasta,Certificado,8.38,26760.0,S-01,En tránsito,,
ENV-1626,19/12/2024,09:04:13,C-3489,Particular,N/A,Valparaíso,La Araucanía,Express,3.51,25530.0,S-02,Entregado,26/12/2024,7
ENV-1627,15/04/2024,17:39:55,C-260,Particular,N/A,Valparaíso,La Araucanía,Económico,7.24,19584.0,S-04,En tránsito,,
ENV-1628,01/04/2024,19:23:06,C-2015,Particular,N/A,Biobío,Metropolitana,Express,1.92,20760.0,S-01,Entregado,04/04/2024,3
ENV-1629,02/06/2024,10:06:56,C-509,Particular,N/A,Valparaíso,Antofagasta,Paquetería,6.89,28536.0,S-02,Entregado,09/06/2024,7
ENV-1630,09/08/2024,11:07:44,C-3219,Corporativo,Salud,Metropolitana,Metropolitana,Certificado,5.79,21580.0,S-02,Entregado,14/08/2024,5
ENV-1631,02/10/2024,18:37:05,C-923,Particular,N/A,Metropolitana,Metropolitana,Certificado,7.31,24620.0,S-01,Demorado,,
ENV-1632,21/03/2024,08:32:27,C-3028,Particular,N/A,La Araucanía,La Araucanía,Económico,4.43,15088.0,S-05,Entregado,24/03/2024,3
ENV-1633,25/01/2024,11:05:19,C-3067,Particular,N/A,La Araucanía,Antofagasta,Express,9.49,43470.0,S-02,Entregado,26/01/2024,1
ENV-1634,31/12/2024,15:39:03,C-4527,Particular,N/A,Biobío,Valparaíso,Paquetería,9.9,35760.0,S-04,Entregado,07/01/2025,7
ENV-1635,17/03/2025,17:27:35,C-4923,Corporativo,Banca,Biobío,Biobío,Paquetería,3.85,21240.0,S-03,En tránsito,,
ENV-1636,07/12/2024,12:40:02,C-1095,Particular,N/A,Valparaíso,Metropolitana,Económico,7.58,20128.0,S-05,En tránsito,,
ENV-1637,06/05/2024,18:38:01,C-3120,Corporativo,Retail,Valparaíso,Biobío,Económico,9.35,22960.0,S-01,Entregado,10/05/2024,4
ENV-1638,09/05/2024,12:58:39,C-4288,Corporativo,Retail,Metropolitana,Valparaíso,Certificado,8.15,26300.0,S-01,En tránsito,,
ENV-1639,02/02/2025,13:14:17,C-770,Corporativo,Tecnología,Antofagasta,Antofagasta,Certificado,4.55,19100.0,S-02,Entregado,03/02/2025,1
ENV-1640,02/02/2024,13:49:30,C-2608,Corporativo,Retail,Antofagasta,Metropolitana,Económico,0.12,8192.0,S-05,En tránsito,,
ENV-1641,15/12/2024,13:03:17,C-4014,Particular,N/A,Metropolitana,Antofagasta,Paquetería,9.47,34728.0,S-01,Entregado,20/12/2024,5
ENV-1642,16/08/2024,16:11:47,C-32,Corporativo,Salud,Biobío,Antofagasta,Paquetería,3.56,20544.0,S-03,Demorado,,
